trip_id,vessel_id,vessel_type,dwt_tonnes,cargo_capacity_tonnes,engine_power_kw,sfoc_baseline_g_kwh,fuel_type,fuel_energy_density_relative,fuel_cost_per_tonne_usd,emission_factor_wtw_relative,distance_nm,speed_kn,cargo_load_tonnes,cargo_load_ratio,sea_state_douglas,wave_height_m,wind_speed_kn,weather_resistance_factor,voyage_duration_hr,physics_base_fuel_tonnes,engine_efficiency_degradation,auxiliary_power_kw,shore_power_available,fuel_consumed_tonnes,fuel_residual_tonnes,voyage_cost_usd,ghg_emissions_co2e_tonnes
TRIP-2218,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2981.3,13.36,19696.1,0.6155,2,1.67,12.8,1.0442,223.15,164.027,1.064,718.0,1,215.602,51.575,146923.24,771.855
TRIP-2219,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,553.4,13.62,51060.4,0.5006,4,2.38,29.3,1.1189,40.63,138.567,1.016,1439.5,0,182.353,43.786,229588.3,98.471
TRIP-2220,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,657.0,13.34,93571.4,0.9174,6,5.38,37.7,1.1816,49.25,26.954,1.016,1403.2,0,37.166,10.212,133064.8,10.778
TRIP-2221,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,712.1,10.35,67199.9,0.6588,4,2.09,19.4,1.1041,68.8,42.85,1.016,1424.5,1,67.17,24.32,76892.6,187.404
TRIP-2222,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1613.8,10.73,63578.9,0.9083,5,2.34,38.5,1.1578,150.4,102.748,1.04,1146.4,0,157.156,54.408,121186.72,562.618
TRIP-2223,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2143.4,10.51,83651.7,0.4921,7,4.15,42.3,1.2134,203.94,191.87,1.048,1799.4,0,309.844,117.974,231603.28,1109.242
TRIP-2224,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,515.1,12.11,56106.7,0.5501,3,1.11,18.0,1.077,42.54,15.941,1.016,1389.7,1,20.77,4.829,82656.0,6.023
TRIP-2225,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2197.0,15.19,123648.2,0.7273,3,1.58,13.8,1.0707,144.63,947.684,1.048,1806.6,1,1147.508,199.824,1297258.8,619.654
TRIP-2226,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3892.1,14.94,100889.7,0.5935,2,1.24,18.6,1.0529,260.52,1570.856,1.048,1823.8,1,2018.365,447.509,2255201.5,1089.917
TRIP-2227,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1643.2,10.4,75115.1,0.4419,1,0.49,4.5,1.0068,158.0,142.149,1.048,1753.6,1,200.101,57.952,159062.62,716.362
TRIP-2228,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1758.5,11.82,64340.6,0.9192,2,1.0,14.7,1.047,148.77,118.439,1.04,1086.7,1,153.35,34.911,138863.0,427.846
TRIP-2229,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2547.2,14.41,70933.6,0.4173,4,2.07,29.0,1.1185,176.77,365.482,1.048,1814.5,1,488.811,123.329,416272.58,1363.783
TRIP-2230,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2089.1,13.73,46624.6,0.4571,3,2.2,14.7,1.072,152.16,81.149,1.016,1452.2,0,105.579,24.43,324621.2,30.618
TRIP-2231,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1639.7,15.41,77163.5,0.7565,3,1.45,20.3,1.0805,106.4,559.918,1.016,1403.3,0,687.633,127.715,785396.3,371.322
TRIP-2232,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,2409.1,11.33,102629.6,0.6037,3,2.26,14.6,1.0719,212.63,224.255,1.048,1824.6,0,330.558,106.303,297335.24,922.257
TRIP-2233,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1900.3,14.8,89105.8,0.8736,4,3.32,29.0,1.1185,128.4,246.154,1.016,1373.4,1,313.576,67.422,269089.28,874.877
TRIP-2234,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,748.7,17.86,11659.1,0.6302,3,0.98,16.1,1.0741,41.92,34.28,1.032,892.7,0,41.064,6.784,130779.2,11.909
TRIP-2235,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3830.5,14.93,105958.5,0.6233,1,0.8,10.6,1.0159,256.56,1555.539,1.048,1762.2,1,1798.87,243.331,2013757.0,971.39
TRIP-2236,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1014.1,12.31,74988.7,0.7352,3,2.7,14.2,1.0713,82.38,202.271,1.016,1464.8,1,259.915,57.644,271419.25,324.894
TRIP-2237,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,562.4,10.58,34215.1,0.4888,4,2.75,19.0,1.1035,53.16,62.839,1.04,1129.1,0,93.739,30.9,112802.05,117.174
TRIP-2238,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3432.4,12.23,153631.0,0.9037,3,2.2,20.0,1.08,280.65,400.511,1.048,1764.1,1,531.732,131.221,449750.96,1483.532
TRIP-2239,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,3027.0,13.21,52617.0,0.7517,3,2.46,14.3,1.0715,229.14,244.755,1.04,1138.4,1,310.328,65.573,261305.84,865.815
TRIP-2240,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,1265.5,13.34,152468.8,0.8969,6,5.04,30.6,1.1709,94.87,175.415,1.048,1819.3,1,242.366,66.951,224045.48,676.201
TRIP-2241,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,2256.1,14.72,35929.7,0.3523,2,0.99,18.8,1.0532,153.27,634.875,1.016,1378.6,0,753.53,118.655,857883.0,406.906
TRIP-2242,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1446.5,10.71,96905.8,0.57,2,1.25,14.1,1.0461,135.06,298.23,1.048,1752.7,1,433.137,134.907,511450.7,233.894
TRIP-2243,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,3793.5,10.15,61938.7,0.6072,3,1.53,15.6,1.0734,373.74,498.547,1.016,1394.3,0,742.263,243.716,734149.85,927.829
TRIP-2244,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1444.1,13.71,46404.0,0.6629,2,0.69,11.2,1.0418,105.33,141.541,1.04,1054.4,1,172.833,31.292,126406.46,618.742
TRIP-2245,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3399.3,15.31,72322.1,0.709,4,3.38,31.1,1.1217,222.03,1132.772,1.016,1448.8,1,1358.306,225.534,1518636.6,733.485
TRIP-2246,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2925.8,15.27,8712.8,0.471,3,2.02,15.4,1.0731,191.6,281.241,1.032,877.4,0,342.09,60.849,227895.8,1224.682
TRIP-2247,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3000.2,10.24,12057.1,0.3768,2,1.79,13.9,1.0458,292.99,91.298,1.064,654.9,1,134.606,43.308,96705.72,481.889
TRIP-2248,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3863.1,13.4,9042.5,0.4888,5,2.9,22.7,1.1341,288.29,574.333,1.032,835.3,0,783.114,208.781,759758.3,978.893
TRIP-2249,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1203.2,15.26,17284.7,0.9343,3,2.45,18.6,1.0779,78.85,128.146,1.032,840.0,1,155.575,27.429,107756.5,556.958
TRIP-2250,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2923.9,10.21,59099.0,0.8443,2,1.77,14.3,1.0464,286.38,332.098,1.04,1140.7,1,488.394,156.296,483224.3,610.493
TRIP-2251,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,2675.8,13.02,82711.8,0.8109,4,1.23,27.7,1.1165,205.51,264.319,1.016,1401.9,0,354.484,90.165,305497.52,989.01
TRIP-2252,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3734.2,12.27,102871.5,0.6051,3,1.63,19.5,1.0793,304.34,407.828,1.048,1825.4,0,547.04,139.212,466191.2,1526.242
TRIP-2253,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1692.6,11.93,8005.4,0.4327,4,1.26,20.4,1.1056,141.88,98.417,1.032,850.2,1,133.391,34.974,94002.42,477.54
TRIP-2254,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,812.0,16.98,54416.7,0.5335,4,2.66,33.0,1.1245,47.82,293.174,1.016,1450.2,0,356.102,62.928,367296.9,445.127
TRIP-2255,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1068.9,13.56,39567.5,0.3879,5,3.13,21.3,1.132,78.83,257.674,1.016,1439.3,1,344.792,87.118,403771.2,186.188
TRIP-2256,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,2319.3,12.87,53555.8,0.5251,4,2.44,16.1,1.0991,180.21,208.718,1.016,1377.8,1,274.666,65.948,238739.48,766.318
TRIP-2257,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,2651.6,14.21,54051.8,0.7722,5,1.56,23.1,1.1347,186.6,623.302,1.04,1112.4,1,827.39,204.088,929379.0,446.791
TRIP-2258,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,876.4,14.39,13495.1,0.4217,4,1.95,28.2,1.1173,60.9,53.28,1.064,646.0,1,70.01,16.73,56656.2,250.636
TRIP-2259,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3319.4,14.16,15723.4,0.8499,3,2.57,15.7,1.0736,234.42,100.309,1.032,858.0,0,129.049,28.74,377137.2,37.424
TRIP-2260,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2543.0,14.48,148795.7,0.8753,1,0.68,10.0,1.015,175.62,475.155,1.048,1754.9,1,585.828,110.673,398213.36,2097.264
TRIP-2261,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1280.2,13.09,9158.4,0.495,3,2.61,20.5,1.0808,97.8,30.519,1.032,864.3,1,40.885,10.366,125778.0,11.857
TRIP-2262,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3708.7,10.43,112856.0,0.6639,2,1.72,11.0,1.0415,355.58,742.526,1.048,1783.2,0,1119.067,376.541,1270473.7,604.296
TRIP-2263,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2693.3,11.64,122577.9,0.721,4,2.68,26.1,1.1141,231.38,681.155,1.048,1821.2,0,937.312,256.157,1070543.2,506.148
TRIP-2264,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1713.6,12.99,94607.1,0.9275,3,2.44,20.5,1.0808,131.92,173.15,1.016,1442.5,0,220.936,47.786,201330.08,616.411
TRIP-2265,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3463.6,10.27,21455.4,0.6705,3,1.92,23.3,1.085,337.25,114.124,1.064,649.9,0,175.024,60.9,126264.88,626.586
TRIP-2266,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,4050.8,15.02,148845.4,0.8756,2,0.88,8.3,1.0374,269.69,814.442,1.048,1771.0,1,974.14,159.698,638966.8,3487.421
TRIP-2267,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1159.7,11.0,147733.1,0.869,1,0.8,11.8,1.0177,105.43,124.869,1.048,1738.8,0,170.306,45.437,145089.72,609.695
TRIP-2268,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1809.7,13.9,61251.7,0.875,2,1.38,15.7,1.0485,130.19,417.082,1.04,1100.4,0,519.229,102.147,594901.9,280.384
TRIP-2269,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3952.0,14.52,93325.6,0.915,4,3.5,32.2,1.1233,272.18,1243.718,1.016,1431.9,1,1621.535,377.817,1808188.5,875.629
TRIP-2270,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1611.0,11.64,29053.6,0.4151,1,0.85,7.6,1.0114,138.4,106.863,1.04,1068.9,1,145.016,38.153,109159.92,519.157
TRIP-2271,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2308.9,12.12,92792.2,0.9097,2,1.4,15.5,1.0482,190.5,78.052,1.016,1398.7,0,97.656,19.604,302436.8,28.32
TRIP-2272,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1683.1,15.27,59273.1,0.8468,6,4.12,34.5,1.1767,110.22,427.837,1.04,1096.8,0,565.77,137.933,561231.5,707.212
TRIP-2273,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,1827.6,13.17,143671.9,0.8451,4,2.59,32.4,1.1236,138.77,243.896,1.048,1768.5,0,340.339,96.443,304964.42,949.546
TRIP-2274,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1721.3,11.75,13247.9,0.7161,3,2.0,24.7,1.0871,146.49,34.778,1.032,879.8,1,48.93,14.152,148304.0,14.19
TRIP-2275,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1212.3,11.22,28903.6,0.9032,3,0.94,14.3,1.0715,108.05,100.725,1.064,720.1,1,149.946,49.221,155698.7,187.433
TRIP-2276,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2747.9,10.42,124069.3,0.7298,1,0.54,7.3,1.011,263.71,256.734,1.048,1763.4,1,365.729,108.995,261751.98,1309.31
TRIP-2277,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1881.5,12.46,121834.4,0.7167,4,3.32,17.0,1.1005,151.0,250.544,1.048,1793.5,1,348.556,98.012,251104.72,1247.83
TRIP-2278,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,917.3,10.66,72790.9,0.7136,2,1.78,11.5,1.0422,86.05,148.358,1.016,1428.4,0,200.11,51.752,249121.0,108.059
TRIP-2279,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1573.9,14.43,11731.0,0.6341,3,1.53,21.0,1.0815,109.07,140.307,1.032,845.6,1,175.748,35.441,120263.76,629.178
TRIP-2280,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,508.3,12.27,13311.2,0.416,1,0.88,5.0,1.0075,41.43,44.874,1.064,630.4,0,57.301,12.427,72185.95,71.626
TRIP-2281,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1522.5,17.64,14891.1,0.8049,5,1.61,39.6,1.1594,86.31,210.705,1.032,839.9,0,270.173,59.468,183307.26,967.219
TRIP-2282,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,1357.4,15.23,106600.3,0.6271,2,0.86,14.0,1.046,89.13,229.672,1.048,1816.9,1,289.521,59.849,260826.38,807.764
TRIP-2283,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3435.2,12.26,85912.7,0.8423,4,1.28,26.0,1.114,280.2,303.12,1.016,1404.7,0,416.131,113.011,353582.18,1161.005
TRIP-2284,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3939.8,10.31,83028.1,0.814,4,2.59,19.9,1.1048,382.13,244.212,1.016,1371.5,1,354.268,110.056,300829.04,988.408
TRIP-2285,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,2463.4,14.65,45719.6,0.6531,4,3.07,26.9,1.1153,168.15,239.156,1.04,1143.8,1,314.294,75.138,264399.32,876.88
TRIP-2286,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,2674.1,11.52,64770.5,0.635,3,2.55,25.1,1.0877,232.13,495.481,1.016,1380.7,0,698.231,202.75,797054.1,377.045
TRIP-2287,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,4112.2,15.67,169729.0,0.9984,3,1.35,22.6,1.0839,262.43,926.069,1.048,1759.9,1,1146.383,220.314,745757.46,4104.051
TRIP-2288,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3989.5,13.05,121824.6,0.7166,2,1.72,16.9,1.0503,305.71,506.745,1.048,1803.1,1,673.784,167.039,560551.52,1879.857
TRIP-2289,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,868.9,10.02,15195.6,0.4749,3,1.04,24.7,1.0871,86.72,51.929,1.064,670.8,0,84.113,32.184,97657.35,105.141
TRIP-2290,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2892.4,10.49,21030.0,0.6572,5,4.23,21.8,1.1327,275.73,198.224,1.064,662.5,1,312.397,114.173,310027.15,390.496
TRIP-2291,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1091.6,14.29,41082.9,0.5869,3,1.9,12.4,1.0686,76.39,228.12,1.04,1112.8,1,295.26,67.14,299747.0,369.075
TRIP-2292,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,3495.0,11.0,56118.9,0.8017,4,1.7,20.7,1.106,317.73,198.321,1.04,1106.7,0,294.808,96.487,253700.24,822.514
TRIP-2293,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,2098.1,11.77,63606.4,0.9087,1,0.31,9.2,1.0138,178.26,321.499,1.04,1104.1,0,430.755,109.256,432967.25,538.444
TRIP-2294,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1314.3,13.73,30726.8,0.9602,5,2.27,39.4,1.1591,95.72,72.019,1.064,685.7,0,100.483,28.464,96126.74,280.348
TRIP-2295,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1324.2,10.63,59426.7,0.849,6,4.09,39.9,1.1848,124.57,177.399,1.04,1071.8,1,277.343,99.944,324327.3,149.765
TRIP-2296,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3472.6,11.88,7636.5,0.4128,5,3.25,27.3,1.141,292.31,398.552,1.032,899.3,0,582.235,183.683,568923.25,727.794
TRIP-2297,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,4039.4,12.51,12291.5,0.6644,4,3.46,29.7,1.1196,322.89,272.51,1.032,869.5,0,370.896,98.386,245755.52,1327.808
TRIP-2298,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3663.4,17.76,12031.7,0.6504,3,2.09,12.3,1.0685,206.27,496.527,1.032,859.0,0,587.032,90.505,379759.84,2101.575
TRIP-2299,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3201.4,9.9,21047.9,0.6577,3,2.21,23.1,1.0847,323.37,195.438,1.064,670.1,1,312.588,117.15,310208.6,390.735
TRIP-2300,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1584.0,16.39,14247.9,0.7702,3,0.98,14.7,1.072,96.64,63.02,1.032,876.4,1,75.291,12.271,222114.8,21.834
TRIP-2301,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3997.7,11.99,16008.3,0.8653,5,3.76,20.1,1.1301,333.42,517.961,1.032,874.8,0,733.987,216.026,713087.65,917.484
TRIP-2302,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,3431.3,10.82,132683.5,0.7805,3,2.33,20.5,1.0808,317.13,760.801,1.048,1749.0,0,1091.249,330.448,1239873.9,589.274
TRIP-2303,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1923.9,12.02,39867.8,0.3909,3,1.75,19.8,1.0797,160.06,335.521,1.016,1469.2,1,469.464,133.943,470490.8,586.83
TRIP-2304,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3377.2,12.2,91347.2,0.8956,3,1.11,21.1,1.0817,276.82,115.301,1.016,1376.6,0,153.743,38.442,459480.4,44.585
TRIP-2305,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1754.8,12.6,66328.9,0.6503,1,0.39,4.9,1.0073,139.27,390.429,1.016,1413.1,1,474.758,84.329,546733.8,256.369
TRIP-2306,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2527.9,12.72,16493.6,0.8915,5,3.04,38.2,1.1573,198.73,185.351,1.032,859.5,1,248.604,63.253,165434.48,890.002
TRIP-2307,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3662.8,14.05,19904.4,0.622,3,2.18,24.4,1.0866,260.7,223.235,1.064,725.7,0,288.307,65.072,196500.34,1032.139
TRIP-2308,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2649.1,10.59,65422.7,0.3848,4,1.29,25.6,1.1134,250.15,508.796,1.048,1767.2,1,803.108,294.312,918418.8,433.678
TRIP-2309,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1776.6,13.94,100072.0,0.9811,4,3.32,19.2,1.1038,127.45,523.212,1.016,1469.3,0,660.588,137.376,755646.8,356.718
TRIP-2310,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,4163.6,13.95,47370.7,0.4644,3,1.07,13.7,1.0706,298.47,996.92,1.016,1428.4,1,1259.5,262.58,1221025.0,1574.375
TRIP-2311,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,2350.0,13.11,64596.3,0.6333,4,2.08,30.7,1.121,179.25,518.573,1.016,1372.9,1,695.557,176.984,685279.15,869.446
TRIP-2312,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,3041.6,12.06,46546.5,0.665,4,2.97,21.8,1.1077,252.21,200.698,1.04,1149.9,1,260.398,59.7,222360.44,726.51
TRIP-2313,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2173.7,10.07,17731.6,0.5541,5,3.84,37.0,1.1555,215.86,133.846,1.064,653.2,0,210.813,76.967,218022.35,263.516
TRIP-2314,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3569.2,11.37,22992.1,0.7185,2,1.75,13.1,1.0446,313.91,126.8,1.064,721.6,1,182.426,55.626,155542.28,508.969
TRIP-2315,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2836.5,13.02,26262.9,0.8207,4,2.28,18.1,1.1021,217.86,311.356,1.064,681.9,0,415.553,104.197,412525.35,519.441
TRIP-2316,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2238.4,11.98,11403.9,0.3564,2,1.17,12.5,1.0437,186.84,80.637,1.064,719.2,0,108.284,27.647,102211.52,302.112
TRIP-2317,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1157.3,14.61,68145.4,0.9735,3,0.98,19.0,1.0785,79.21,120.586,1.04,1062.5,1,160.479,39.893,144423.62,447.736
TRIP-2318,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3392.5,12.15,9888.5,0.5345,3,2.69,17.4,1.0761,279.22,209.56,1.032,880.3,0,293.606,84.046,197835.72,1051.109
TRIP-2319,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,1733.6,15.03,58571.6,0.8367,4,3.52,17.3,1.1009,115.34,462.959,1.04,1076.5,0,587.757,124.798,670282.7,317.389
TRIP-2320,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2030.4,10.89,17034.5,0.5323,4,3.29,19.1,1.1037,186.45,72.711,1.064,694.6,0,109.863,37.152,85865.06,393.31
TRIP-2321,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,2407.9,11.79,60294.8,0.3547,2,0.65,15.7,1.0485,204.23,261.55,1.048,1803.2,1,376.89,115.34,268671.8,1349.266
TRIP-2322,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,1238.6,14.18,79844.0,0.7828,2,1.13,12.9,1.0443,87.35,331.575,1.016,1447.4,0,396.748,65.173,405910.6,495.935
TRIP-2323,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3207.1,12.76,9057.2,0.4896,3,2.18,17.8,1.0767,251.34,72.555,1.032,923.0,1,95.859,23.304,279705.2,27.799
TRIP-2324,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,3383.1,15.45,52850.8,0.755,3,1.37,17.0,1.0755,218.97,430.665,1.04,1139.4,0,545.303,114.638,361837.86,1952.185
TRIP-2325,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,3772.9,11.73,42094.5,0.6014,5,3.3,25.5,1.1382,321.65,533.191,1.04,1097.5,0,735.275,202.084,722261.25,919.094
TRIP-2326,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1681.1,11.81,132519.3,0.7795,3,0.99,25.9,1.0889,142.35,204.228,1.048,1780.8,0,274.748,70.52,209843.76,983.598
